"Number","Player","Team","GP","MIN","PTS","FGM","FGA","FG","3PM","3PA","3P","FTM","FTA","FT","ORB","DRB","REB","AST","STL","BLK","TOV","PF","Score","AVG","SearchKey"
"306","John Konchar","MEM","3","56.6","15","4","6","0.667","4","6","0.667","3","4","0.75","3","11","14","3","2","2","2","4","28","9",
"307","Xavier Tillman Sr","BOS","7","85.9","15","6","20","0.3","3","11","0.273","0","0","0","6","14","20","6","3","0","3","6","35","5",
"308","Talen Horton-Tucker","CHI","5","48.7","15","3","10","0.3","1","5","0.2","8","11","0.727","2","8","10","6","0","0","3","3","25","5",
"309","Delon Wright","MIL","7","91.4","15","6","14","0.429","3","7","0.429","0","0","0","0","4","4","6","2","2","3","6","19","3",
"310","Paul George","PHI","1","31.6","15","4","14","0.286","1","7","0.143","6","7","0.857","0","5","5","4","1","0","6","3","12","12",
"311","Lonzo Ball","CHI","3","47.2","14","5","14","0.357","4","12","0.333","0","0","0","0","8","8","11","0","1","3","4","27","9",
"312","Taylor Hendricks","UTA","3","74.5","14","4","18","0.222","3","12","0.25","3","4","0.75","5","10","15","2","5","4","2","8","27","9",
"313","Dejounte Murray","NOP","1","30","14","4","15","0.267","0","3","0","6","7","0.857","0","8","8","10","1","0","1","0","30","30",
"314","Tyler Kolek","NYK","4","19.8","14","4","6","0.667","2","2","1","4","4","1","0","1","1","0","1","0","3","0","9","2",
"315","Haywood Highsmith","MIA","4","60.9","13","6","14","0.429","1","6","0.167","0","1","0","2","10","12","3","4","2","1","4","26","6",
"316","Immanuel Quickley","TOR","1","14.2","13","4","9","0.444","2","4","0.5","3","4","0.75","0","2","2","4","1","0","2","2","15","15",
"317","Doug McDermott","SAC","4","26.8","12","3","9","0.333","3","8","0.375","3","5","0.6","0","1","1","0","0","0","0","4","13","3",
"318","Shake Milton","BRK","7","55.7","11","3","10","0.3","3","9","0.333","2","2","1","2","5","7","5","1","0","1","5","21","3",
"319","Jaylen Nowell","NOP","2","26.7","11","4","12","0.333","2","4","0.5","1","2","0.5","1","1","2","1","1","0","2","2","10","5",
"320","Steven Adams","HOU","3","37.5","10","4","7","0.571","0","0","0","2","5","0.4","5","4","9","6","1","0","2","6","21","7",
"321","Jordan Walsh","BOS","7","75.9","10","4","15","0.267","2","12","0.167","0","1","0","2","6","8","1","3","2","2","4","15","2",
"322","Tristan Thompson","CLE","4","23.1","10","5","6","0.833","0","0","0","0","5","0","0","5","5","1","0","0","2","1","12","3",
"323","Dillon Jones","OKC","7","34.7","10","4","11","0.364","1","6","0.167","1","2","0.5","2","5","7","3","1","0","2","7","16","2",
"324","Hunter Tyson","DEN","4","47.6","9","3","8","0.375","0","4","0","3","3","1","1","6","7","4","1","1","0","5","20","5",
"325","Cory Joseph","ORL","5","22.8","9","3","8","0.375","3","6","0.5","0","0","0","2","1","3","3","0","1","1","1","13","3",
"326","Ricky Council IV","PHI","4","27.7","9","2","6","0.333","1","3","0.333","4","4","1","0","2","2","3","0","0","1","1","12","3",
"327","MarJon Beauchamp","MIL","5","13.3","9","3","9","0.333","1","5","0.2","2","2","1","1","1","2","0","1","0","4","3","3","1",
"328","Jericho Sims","NYK","6","84.3","8","4","6","0.667","0","0","0","0","0","0","9","16","25","2","0","3","4","11","27","4",
"329","DeAndre Jordan","DEN","2","20.3","8","4","8","0.5","0","0","0","0","2","0","7","6","13","2","0","1","5","3","13","6",
"330","Ryan Rollins","MIL","5","17.1","8","2","4","0.5","1","2","0.5","3","4","0.75","1","2","3","2","0","1","1","3","11","2",
"331","Zeke Nnaji","DEN","3","19.5","8","4","7","0.571","0","2","0","0","0","0","1","0","1","2","0","2","0","3","11","4",
"332","JaKobe Walter","TOR","3","40.9","8","2","13","0.154","1","5","0.2","3","5","0.6","4","6","10","3","0","1","0","8","21","7",
"333","Bogdan Bogdanovic","ATL","1","27.8","8","2","6","0.333","2","6","0.333","2","2","1","0","2","2","2","0","2","2","3","8","8",
"334","Caleb Houstan","ORL","5","30.4","8","3","10","0.3","2","7","0.286","0","0","0","1","3","4","0","0","0","0","5","12","2",
"335","Taj Gibson","CHA","2","20.2","7","3","8","0.375","1","2","0.5","0","0","0","5","3","8","0","1","0","0","2","15","8",
"336","Tyler Smith","MIL","5","14.9","7","3","5","0.6","1","3","0.333","0","0","0","1","2","3","0","0","0","1","3","8","2",
"337","Vasilije Micic","CHA","3","44.9","7","3","18","0.167","1","7","0.143","0","0","0","5","6","11","3","1","0","4","2","13","4",
"338","Jaylon Tyson","CLE","4","21.1","7","2","4","0.5","2","2","1","1","2","0.5","0","4","4","2","0","0","3","7","7","2",
"339","Nick Smith Jr","CHA","2","18.1","7","3","8","0.375","1","4","0.25","0","0","0","0","1","1","0","1","0","1","1","6","3",
"340","Aaron Holiday","HOU","2","18.6","6","2","5","0.4","2","4","0.5","0","0","0","0","0","0","5","1","0","1","0","9","4",
